Event Count,location,Event duration
839,"{'latitude': 21.4958505, 'longitude': 83.9843577}",335.548
840,"{'latitude': 19.599705, 'longitude': 82.25393833333334}",347.889
841,"{'latitude': 21.769146666666668, 'longitude': 86.846185}",504
842,"{'latitude': 18.694211666666668, 'longitude': 83.006205}",320.334
843,"{'latitude': 22.1811033, 'longitude': 86.646914}",451
844,"{'latitude': 19.388231666666666, 'longitude': 82.267575}",399
845,"{'latitude': 20.6601349, 'longitude': 86.8635232}",323.995
846,"{'latitude': 19.1623739, 'longitude': 82.7068228}",389.112
847,"{'latitude': 20.5027833, 'longitude': 82.6715469}",916.749
848,"{'latitude': 20.8061141, 'longitude': 86.2580183}",320.253
849,"{'latitude': 21.6586266, 'longitude': 86.4983303}",1180.755
850,"{'latitude': 20.0959553, 'longitude': 82.6466928}",697.996
851,"{'latitude': 19.340856666666667, 'longitude': 82.51433666666667}",1311
852,"{'latitude': 20.1048737, 'longitude': 86.357683}",330.494
853,"{'latitude': 21.531595, 'longitude': 86.6533046}",473.834
854,"{'latitude': 20.8986052, 'longitude': 83.6051281}",382.164
855,"{'latitude': 18.364678333333334, 'longitude': 81.89221833333333}",1778.778
856,"{'latitude': 18.3610546, 'longitude': 81.8901738}",374.952
857,"{'latitude': 22.277962, 'longitude': 86.0699996}",320.581
858,"{'latitude': 20.5643818, 'longitude': 85.7828809}",943
859,"{'latitude': 21.8467751, 'longitude': 85.8459936}",733
860,"{'latitude': 21.1227133, 'longitude': 85.929384}",478.25
861,"{'latitude': 19.167833333333334, 'longitude': 83.40830833333334}",500.222
862,"{'latitude': 21.990392, 'longitude': 86.0047093}",380
863,"{'latitude': 20.8971693, 'longitude': 86.5434554}",340.253
864,"{'latitude': 21.515018333333334, 'longitude': 86.53555833333333}",350.913
865,"{'latitude': 20.7005993, 'longitude': 86.1353076}",615.5
866,"{'latitude': 21.3308365, 'longitude': 84.3493456}",337
867,"{'latitude': 20.5451837, 'longitude': 86.6509139}",534.332
868,"{'latitude': 21.1861755, 'longitude': 84.0376334}",354.67
869,"{'latitude': 20.700726500000002, 'longitude': 86.1336545}",834.913
870,"{'latitude': 20.4862813, 'longitude': 82.6705251}",387.753
871,"{'latitude': 20.5708106, 'longitude': 85.8924796}",431.162
872,"{'latitude': 20.0981866, 'longitude': 82.6303476}",346.668
873,"{'latitude': 20.7218575, 'longitude': 86.743479}",702.332
874,"{'latitude': 20.7295239, 'longitude': 85.2363886}",318.581
875,"{'latitude': 19.2236, 'longitude': 82.27600333333334}",347.889
876,"{'latitude': 18.8661895, 'longitude': 82.5703825}",363.66
877,"{'latitude': 20.7010683, 'longitude': 86.1338438}",449.17
878,"{'latitude': 20.3869491, 'longitude': 86.1108926}",566.415
879,"{'latitude': 18.9592466, 'longitude': 84.2246525}",389.112
880,"{'latitude': 21.8464572, 'longitude': 84.4927933}",358.085
881,"{'latitude': 19.3500132, 'longitude': 83.361338}",1322.778
882,"{'latitude': 20.484064, 'longitude': 86.4211212}",370.494
883,"{'latitude': 20.2956508, 'longitude': 82.6412882}",398.5
884,"{'latitude': 20.989481, 'longitude': 85.6732563}",629.577
885,"{'latitude': 20.2940456, 'longitude': 82.5144351}",342.004
886,"{'latitude': 20.4900356, 'longitude': 83.412503}",390
887,"{'latitude': 22.4434729, 'longitude': 86.0745128}",564.581
888,"{'latitude': 21.5148572, 'longitude': 86.5355547}",302.165
889,"{'latitude': 19.597238333333333, 'longitude': 83.88092333333333}",326.223
890,"{'latitude': 20.5889307, 'longitude': 82.9709327}",422.484
891,"{'latitude': 21.514996666666665, 'longitude': 86.53559333333334}",311.17
892,"{'latitude': 20.6343862, 'longitude': 86.0354352}",337.747
893,"{'latitude': 21.4034842, 'longitude': 83.6779255}",707
894,"{'latitude': 21.52008, 'longitude': 86.15561333333333}",391
895,"{'latitude': 21.92225, 'longitude': 86.74021833333333}",434.917
896,"{'latitude': 20.7350451, 'longitude': 86.7493186}",351.834
897,"{'latitude': 20.7902592, 'longitude': 85.7612327}",316.419
898,"{'latitude': 21.8213782, 'longitude': 83.8537743}",370
899,"{'latitude': 19.203876666666666, 'longitude': 82.21489166666667}",342
900,"{'latitude': 21.8459795, 'longitude': 86.0160825}",441.245
901,"{'latitude': 21.5407751, 'longitude': 86.218752}",340.751
902,"{'latitude': 22.1148708, 'longitude': 84.0481817}",764.087
903,"{'latitude': 22.3342842, 'longitude': 86.2726886}",390.838
904,"{'latitude': 19.639746666666667, 'longitude': 82.39778833333334}",393.111
905,"{'latitude': 19.9067279, 'longitude': 83.1613004}",439.376
906,"{'latitude': 21.514856666666667, 'longitude': 86.53560333333333}",933
907,"{'latitude': 20.5675237, 'longitude': 85.9504211}",563.419
908,"{'latitude': 22.2866357, 'longitude': 86.0308698}",421.498
909,"{'latitude': 21.514658333333333, 'longitude': 86.53546666666666}",336.253
910,"{'latitude': 20.9411372, 'longitude': 85.4118346}",421
911,"{'latitude': 20.9413314, 'longitude': 85.4112512}",372.913
912,"{'latitude': 21.5203994, 'longitude': 86.1565918}",389
913,"{'latitude': 21.51488, 'longitude': 86.53557333333333}",354.494
914,"{'latitude': 20.6392106, 'longitude': 82.6152056}",353.668
915,"{'latitude': 20.6393071, 'longitude': 82.6152018}",339.251
916,"{'latitude': 18.361071666666668, 'longitude': 81.91366166666667}",491.334
917,"{'latitude': 18.383215, 'longitude': 81.82393666666667}",450.223
918,"{'latitude': 19.20395, 'longitude': 82.21495166666666}",306.666
919,"{'latitude': 19.197, 'longitude': 82.71797666666667}",324.333
920,"{'latitude': 20.2782175, 'longitude': 82.5770979}",390.419
921,"{'latitude': 21.549596, 'longitude': 86.9389742}",382.332
922,"{'latitude': 20.3024632, 'longitude': 86.4059232}",454.332
923,"{'latitude': 21.1684144, 'longitude': 83.7521897}",313
924,"{'latitude': 21.8456995, 'longitude': 86.0166102}",371.75
925,"{'latitude': 20.2531374, 'longitude': 86.1417899}",415.336
926,"{'latitude': 21.0018653, 'longitude': 83.064245}",445.828
927,"{'latitude': 21.4641551, 'longitude': 86.8778836}",534.332
928,"{'latitude': 19.7290952, 'longitude': 82.1895634}",471.777
929,"{'latitude': 20.3458472, 'longitude': 86.0389329}",330.668
930,"{'latitude': 21.003298, 'longitude': 83.7786145}",300.75
931,"{'latitude': 20.2545685, 'longitude': 86.2152413}",431.17
932,"{'latitude': 21.9541879, 'longitude': 86.0685083}",337.164
933,"{'latitude': 21.7749392, 'longitude': 85.9270709}",628
934,"{'latitude': 19.6386998, 'longitude': 83.510496}",336.665
935,"{'latitude': 19.5144181, 'longitude': 83.5061373}",397.665
936,"{'latitude': 19.6243227, 'longitude': 83.4926134}",347.889
937,"{'latitude': 20.8911054, 'longitude': 85.323273}",370
938,"{'latitude': 20.8518697, 'longitude': 86.5000888}",411.502
939,"{'latitude': 19.5183455, 'longitude': 83.5067349}",564.111
940,"{'latitude': 20.4337973, 'longitude': 86.4934749}",874.257
941,"{'latitude': 19.2462555, 'longitude': 83.420903}",312.555
942,"{'latitude': 21.234603, 'longitude': 84.7059754}",377.5
943,"{'latitude': 21.5148781, 'longitude': 86.5356257}",692.581
944,"{'latitude': 20.1143654, 'longitude': 86.0753874}",351.328
945,"{'latitude': 21.1258579, 'longitude': 83.8450653}",322.417
946,"{'latitude': 21.6854619, 'longitude': 87.4152466}",421.585
947,"{'latitude': 21.5200421, 'longitude': 86.1555459}",346.17
948,"{'latitude': 21.2931216, 'longitude': 86.6889508}",327.087
949,"{'latitude': 20.8520646, 'longitude': 83.8595422}",314.932
950,"{'latitude': 21.6853386, 'longitude': 87.4152358}",424
951,"{'latitude': 21.0630796, 'longitude': 85.5739763}",326.336
952,"{'latitude': 22.0891081, 'longitude': 86.1118229}",320.087
953,"{'latitude': 21.8430242, 'longitude': 86.94574420000001}",452.75
954,"{'latitude': 20.4792541, 'longitude': 86.1069679}",1407
955,"{'latitude': 18.5522905, 'longitude': 82.2067589}",513
956,"{'latitude': 21.5360762, 'longitude': 84.3984473}",350.336
957,"{'latitude': 19.142131666666668, 'longitude': 82.32061166666666}",444.222
958,"{'latitude': 21.2826101, 'longitude': 86.4650969}",473.834
959,"{'latitude': 20.7693706, 'longitude': 86.1528038}",357.416
960,"{'latitude': 19.5183019, 'longitude': 83.5066684}",366
961,"{'latitude': 21.725692, 'longitude': 86.7404894}",620
962,"{'latitude': 21.5209028, 'longitude': 86.15632}",317.083
963,"{'latitude': 20.8193163, 'longitude': 86.2015731}",392.25
964,"{'latitude': 21.9272615, 'longitude': 85.8347696}",309.665
965,"{'latitude': 20.8188516, 'longitude': 86.200139}",306.166
966,"{'latitude': 21.9272215, 'longitude': 85.8349957}",332.328
967,"{'latitude': 19.5578713, 'longitude': 82.8628378}",316.731
968,"{'latitude': 22.3985133, 'longitude': 84.9352542}",325.165
969,"{'latitude': 19.6241817, 'longitude': 83.4925737}",355.664
970,"{'latitude': 22.5204279, 'longitude': 86.0805913}",462.747
971,"{'latitude': 19.717296666666666, 'longitude': 82.37098333333333}",548.334
972,"{'latitude': 20.2479953, 'longitude': 82.5773469}",317.503
973,"{'latitude': 22.2136884, 'longitude': 86.2867548}",564.581
974,"{'latitude': 22.213623, 'longitude': 86.2869335}",370
975,"{'latitude': 20.7081708, 'longitude': 83.1323109}",2810.036
976,"{'latitude': 20.3215125, 'longitude': 86.5211546}",349.672
977,"{'latitude': 22.2778709, 'longitude': 86.0703064}",618
978,"{'latitude': 19.355393333333332, 'longitude': 83.11840833333333}",421.556
979,"{'latitude': 19.483208333333334, 'longitude': 82.80647}",359.667
980,"{'latitude': 18.8122973, 'longitude': 82.71154}",563.111
981,"{'latitude': 18.069168333333334, 'longitude': 81.74692833333333}",371.445
982,"{'latitude': 21.0623601, 'longitude': 82.7920582}",338.251
983,"{'latitude': 20.4679056, 'longitude': 82.920951}",780.824
984,"{'latitude': 21.2807781, 'longitude': 86.4616669}",317.336
985,"{'latitude': 20.7637606, 'longitude': 85.4201884}",307.498
986,"{'latitude': 21.761796, 'longitude': 83.7730715}",1394
987,"{'latitude': 19.849075, 'longitude': 82.49134833333333}",320.334
988,"{'latitude': 20.7264951, 'longitude': 83.6708593}",440.083
989,"{'latitude': 22.0866213, 'longitude': 86.1139882}",400.747
990,"{'latitude': 21.4732096, 'longitude': 83.5392533}",406
991,"{'latitude': 18.068851666666667, 'longitude': 81.74685166666667}",748.356
992,"{'latitude': 18.102088333333334, 'longitude': 81.773315}",603.444
993,"{'latitude': 21.736008333333334, 'longitude': 86.85131666666666}",340.253
994,"{'latitude': 20.8949039, 'longitude': 85.8135375}",379.921
995,"{'latitude': 18.5576157, 'longitude': 82.2208192}",432.444
996,"{'latitude': 18.5576032, 'longitude': 82.2208713}",363.666
997,"{'latitude': 21.6852951, 'longitude': 87.415334}",318.087
998,"{'latitude': 21.5196182, 'longitude': 86.8832809}",340.917
999,"{'latitude': 20.7264598, 'longitude': 83.6708233}",407
1000,"{'latitude': 18.0688849, 'longitude': 81.7468194}",432.444
1001,"{'latitude': 18.5659688, 'longitude': 82.7400629}",353.778
1002,"{'latitude': 20.7672319, 'longitude': 86.1505632}",317
1003,"{'latitude': 19.455938333333332, 'longitude': 82.40389}",377.334
1004,"{'latitude': 19.719245, 'longitude': 82.370465}",314.445
1005,"{'latitude': 21.2808066, 'longitude': 86.4617687}",379.423
1006,"{'latitude': 21.7617655, 'longitude': 83.773079}",400.33
1007,"{'latitude': 19.27695, 'longitude': 82.23857333333333}",638.778
1008,"{'latitude': 21.5193546, 'longitude': 86.8831931}",301.253
1009,"{'latitude': 19.456271666666666, 'longitude': 82.40374166666666}",398
1010,"{'latitude': 20.7263126, 'longitude': 83.6708287}",333
1011,"{'latitude': 21.5788484, 'longitude': 86.5651003}",372.336
1012,"{'latitude': 19.138663333333334, 'longitude': 82.31576}",342
1013,"{'latitude': 19.719298333333334, 'longitude': 82.37042166666667}",1271.667
1014,"{'latitude': 19.13867, 'longitude': 82.31586}",365.556
1015,"{'latitude': 19.277005, 'longitude': 82.23853333333334}",729.222
1016,"{'latitude': 21.280769, 'longitude': 86.4617254}",543.585
1017,"{'latitude': 22.1040832, 'longitude': 86.7636084}",317
1018,"{'latitude': 19.277131666666666, 'longitude': 82.23866166666667}",387.222
1019,"{'latitude': 20.6342948, 'longitude': 84.4216496}",456.414
1020,"{'latitude': 20.5723891, 'longitude': 86.7085444}",361.079
1021,"{'latitude': 20.7636003, 'longitude': 85.4200561}",317.17
1022,"{'latitude': 18.5576368, 'longitude': 82.2208101}",809.778
1023,"{'latitude': 21.193519, 'longitude': 83.5878933}",847.087
1024,"{'latitude': 22.1589459, 'longitude': 86.5425217}",336.253
1025,"{'latitude': 18.617638, 'longitude': 82.5927376}",508.111
1026,"{'latitude': 19.445471666666666, 'longitude': 84.26166666666667}",372.333
1027,"{'latitude': 19.277155, 'longitude': 82.23864166666667}",906.111
1028,"{'latitude': 20.7263846, 'longitude': 83.6708172}",617.336
1029,"{'latitude': 20.8658982, 'longitude': 84.0496037}",445
1030,"{'latitude': 21.9541214, 'longitude': 86.0685754}",328.664
1031,"{'latitude': 22.1589153, 'longitude': 86.5425096}",389.34
1032,"{'latitude': 21.736048333333333, 'longitude': 86.851395}",514.502
1033,"{'latitude': 20.8468181, 'longitude': 83.8943263}",748.419
1034,"{'latitude': 19.276861666666665, 'longitude': 82.23879666666667}",787.112
1035,"{'latitude': 21.0741103, 'longitude': 86.5024328}",417.75
1036,"{'latitude': 21.2046375, 'longitude': 83.806896}",527
1037,"{'latitude': 20.8074295, 'longitude': 82.53557670000001}",360.081
1038,"{'latitude': 20.307082, 'longitude': 86.3289962}",518.004
1039,"{'latitude': 20.8264901, 'longitude': 86.1986884}",450
1040,"{'latitude': 21.7661693, 'longitude': 85.9730645}",603.087
1041,"{'latitude': 21.4612069, 'longitude': 86.776235}",480
1042,"{'latitude': 20.6341887, 'longitude': 84.4217189}",520.5
1043,"{'latitude': 20.5512754, 'longitude': 85.985347}",382.083
1044,"{'latitude': 19.103051666666666, 'longitude': 84.04581666666667}",530.667
1045,"{'latitude': 19.23489, 'longitude': 82.66222833333333}",422.556
1046,"{'latitude': 22.272379, 'longitude': 86.1783187}",371.498
1047,"{'latitude': 18.8664053, 'longitude': 82.5706452}",318.564
1048,"{'latitude': 19.234916666666667, 'longitude': 82.66232666666667}",438.333
1049,"{'latitude': 20.8316858, 'longitude': 86.4514115}",330.328
1050,"{'latitude': 21.7661888, 'longitude': 85.973075}",647
1051,"{'latitude': 20.6342914, 'longitude': 84.4217621}",619.5
1052,"{'latitude': 20.8658192, 'longitude': 84.0496277}",301
1053,"{'latitude': 22.1110956, 'longitude': 85.331574}",711
1054,"{'latitude': 20.8516162, 'longitude': 84.2879541}",615
1055,"{'latitude': 22.2724365, 'longitude': 86.1781594}",606.249
1056,"{'latitude': 19.3515388, 'longitude': 83.788453}",621.111
1057,"{'latitude': 18.363906666666665, 'longitude': 81.8919}",388.618
1058,"{'latitude': 18.0689616, 'longitude': 81.7469402}",780.333
1059,"{'latitude': 20.9618844, 'longitude': 85.9145414}",782.5
1060,"{'latitude': 21.8779375, 'longitude': 84.172903}",359.669
1061,"{'latitude': 19.2501092, 'longitude': 83.4550466}",587.667
1062,"{'latitude': 19.84722, 'longitude': 82.49187833333333}",456
1063,"{'latitude': 19.3464702, 'longitude': 83.1240034}",422.556
1064,"{'latitude': 21.5149422, 'longitude': 86.5356506}",5190.664
1065,"{'latitude': 19.661485, 'longitude': 82.21240333333333}",444.222
1066,"{'latitude': 21.0626835, 'longitude': 82.7921703}",878.172
1067,"{'latitude': 19.4455136, 'longitude': 84.261802}",322.284
1068,"{'latitude': 19.3515976, 'longitude': 83.7884985}",615.222
1069,"{'latitude': 19.90701333333333, 'longitude': 83.16129833333333}",456
1070,"{'latitude': 21.3376528, 'longitude': 83.6216486}",973.33
1071,"{'latitude': 18.618583333333333, 'longitude': 82.59084833333333}",326.223
1072,"{'latitude': 21.5272252, 'longitude': 86.1658445}",832.747
1073,"{'latitude': 22.1610013, 'longitude': 86.4113099}",1003
1074,"{'latitude': 20.9648951, 'longitude': 86.0722994}",306.084
1075,"{'latitude': 19.34638, 'longitude': 83.12398166666667}",535.556
1076,"{'latitude': 21.0551944, 'longitude': 82.7934872}",682.919
1077,"{'latitude': 20.9230029, 'longitude': 82.8075624}",411.5
1078,"{'latitude': 20.5023561, 'longitude': 82.671423}",1024
1079,"{'latitude': 21.5836529, 'longitude': 83.4144227}",1193.247
1080,"{'latitude': 20.3819211, 'longitude': 85.5326564}",525.747
1081,"{'latitude': 19.4455427, 'longitude': 84.2617628}",1208.778
1082,"{'latitude': 19.661270000000002, 'longitude': 82.212455}",741
1083,"{'latitude': 19.2493757, 'longitude': 83.4551581}",770.445
1084,"{'latitude': 19.257151666666665, 'longitude': 82.527485}",404.889
1085,"{'latitude': 21.0276384, 'longitude': 83.0517509}",335
1086,"{'latitude': 18.073468333333334, 'longitude': 81.75025}",467.778
1087,"{'latitude': 18.364637, 'longitude': 81.8929102}",632.889
1088,"{'latitude': 20.8488718, 'longitude': 84.2874601}",325.833
1089,"{'latitude': 20.3820164, 'longitude': 85.5330832}",770.751
1090,"{'latitude': 19.257001666666667, 'longitude': 82.52764}",467.778
1091,"{'latitude': 19.84722, 'longitude': 82.49187833333333}",359.111
1092,"{'latitude': 21.4732123, 'longitude': 83.5392266}",351.7
1093,"{'latitude': 18.5710747, 'longitude': 82.7527803}",449.111
1094,"{'latitude': 19.3056967, 'longitude': 84.7950762}",995.768
1095,"{'latitude': 19.257078333333332, 'longitude': 82.52757}",580.665
1096,"{'latitude': 19.1854321, 'longitude': 83.4180689}",389.112
1097,"{'latitude': 20.3822359, 'longitude': 85.5329128}",1133
1098,"{'latitude': 21.183623, 'longitude': 83.5937407}",390.253
1099,"{'latitude': 22.3924944, 'longitude': 84.9520336}",1010
1100,"{'latitude': 19.062008333333335, 'longitude': 83.82094166666667}",872.667
1101,"{'latitude': 18.364488333333334, 'longitude': 81.892785}",357.777
1102,"{'latitude': 19.8219845, 'longitude': 83.430812}",507.111
1103,"{'latitude': 20.382063, 'longitude': 85.5329536}",1294.502
1104,"{'latitude': 19.8914, 'longitude': 82.066145}",433.441
1105,"{'latitude': 20.7509337, 'longitude': 82.8642511}",914.2
1106,"{'latitude': 19.2582802, 'longitude': 83.8356122}",929.667
1107,"{'latitude': 18.871821666666666, 'longitude': 83.17980666666666}",607.556
1108,"{'latitude': 19.249512, 'longitude': 83.4551125}",998.445
1109,"{'latitude': 19.249473333333334, 'longitude': 83.45523}",307.889
1110,"{'latitude': 18.85654, 'longitude': 83.87733}",1731.002
1111,"{'latitude': 19.2497314, 'longitude': 83.4549724}",672.444
1112,"{'latitude': 18.85633, 'longitude': 83.877315}",1731.666
1113,"{'latitude': 19.3464215, 'longitude': 83.1241408}",323.65
1114,"{'latitude': 18.85638, 'longitude': 83.877375}",1533.111
1115,"{'latitude': 20.8076307, 'longitude': 82.5341115}",546.444
1116,"{'latitude': 18.571032, 'longitude': 82.7527876}",1163.556
1117,"{'latitude': 19.847385, 'longitude': 82.49183666666667}",1454.445
1118,"{'latitude': 19.185375, 'longitude': 83.41797833333334}",957.222
1119,"{'latitude': 18.751448333333332, 'longitude': 82.43860833333333}",450.111
1120,"{'latitude': 19.90695, 'longitude': 83.16144833333334}",404.889
1121,"{'latitude': 19.061988333333332, 'longitude': 83.820875}",947.334
1122,"{'latitude': 19.344766666666665, 'longitude': 83.12231333333334}",844.112
1123,"{'latitude': 18.1623898, 'longitude': 81.5541057}",446.112
1124,"{'latitude': 18.1623566, 'longitude': 81.5541326}",371.445
1125,"{'latitude': 21.1834006, 'longitude': 83.5935626}",546
1126,"{'latitude': 18.1623343, 'longitude': 81.5540569}",524.778
1127,"{'latitude': 19.062101666666667, 'longitude': 83.82105333333334}",442.445
1128,"{'latitude': 19.211703333333332, 'longitude': 83.67216}",389.112
1129,"{'latitude': 21.1959395, 'longitude': 83.7461419}",327.5
1130,"{'latitude': 20.8488529, 'longitude': 84.2874032}",531.5
1131,"{'latitude': 19.0300372, 'longitude': 82.5513082}",399
1132,"{'latitude': 18.364611666666665, 'longitude': 81.89287666666667}",554.223
1133,"{'latitude': 20.8656132, 'longitude': 84.0500165}",333.747
1134,"{'latitude': 20.8265109, 'longitude': 86.1986142}",467.413
1135,"{'latitude': 21.1959307, 'longitude': 83.7461542}",522.75
1136,"{'latitude': 18.871796, 'longitude': 83.1799636}",372.777
1137,"{'latitude': 19.1575001, 'longitude': 84.1439878}",599.445
1138,"{'latitude': 19.1574675, 'longitude': 84.1439854}",332.445
1139,"{'latitude': 22.1219305, 'longitude': 84.0424277}",1556
1140,"{'latitude': 18.2772738, 'longitude': 81.9935432}",377.334
1141,"{'latitude': 21.7661449, 'longitude': 85.9731004}",3847
1142,"{'latitude': 18.073395, 'longitude': 81.75019166666667}",320.334
1143,"{'latitude': 20.7076243, 'longitude': 83.1322441}",526.756
1144,"{'latitude': 22.1147926, 'longitude': 84.0483641}",433
1145,"{'latitude': 19.2323617, 'longitude': 82.5490861}",426.37
1146,"{'latitude': 20.7063604, 'longitude': 83.4870234}",468.172
1147,"{'latitude': 20.7509337, 'longitude': 82.8642511}",630.915
1148,"{'latitude': 20.2938952, 'longitude': 82.7600714}",780.38
1149,"{'latitude': 20.7050353, 'longitude': 83.4847596}",492.24
1150,"{'latitude': 21.0755662, 'longitude': 84.3375562}",400
1151,"{'latitude': 20.6850323, 'longitude': 83.4736794}",762.204
1152,"{'latitude': 18.162443333333332, 'longitude': 81.55386333333334}",1187.112
1153,"{'latitude': 21.5836972, 'longitude': 83.4141108}",472.498
1154,"{'latitude': 17.9864, 'longitude': 81.57364333333334}",446.112
1155,"{'latitude': 20.7050033, 'longitude': 83.48475}",339.276
1156,"{'latitude': 20.6851272, 'longitude': 83.4737804}",432.656
1157,"{'latitude': 20.6853191, 'longitude': 83.4739539}",1929.272
1158,"{'latitude': 19.6413896, 'longitude': 84.6459384}",393.136
1159,"{'latitude': 21.5271989, 'longitude': 86.166239}",2844
1160,"{'latitude': 21.583704, 'longitude': 83.4140859}",1365.425
1161,"{'latitude': 19.8673244, 'longitude': 82.9457086}",3121.167
1162,"{'latitude': 20.8201845, 'longitude': 83.7693016}",637.032
1163,"{'latitude': 20.820326, 'longitude': 83.7694667}",640.756
1164,"{'latitude': 20.843214, 'longitude': 83.9091804}",543.932
1165,"{'latitude': 20.8431527, 'longitude': 83.9091948}",581.172
1166,"{'latitude': 21.5792001, 'longitude': 86.5650609}",522.418
1167,"{'latitude': 20.8072641, 'longitude': 84.1248888}",480.624
1168,"{'latitude': 20.8112064, 'longitude': 84.1348514}",436.38
1169,"{'latitude': 20.061625, 'longitude': 82.78251833333333}",581.778
1170,"{'latitude': 20.061638333333335, 'longitude': 82.7825}",1010.223
1171,"{'latitude': 20.061793333333334, 'longitude': 82.78245166666666}",605.334
1172,"{'latitude': 20.8392253, 'longitude': 84.3219922}",471.896
1173,"{'latitude': 20.8388801, 'longitude': 84.3222021}",717.072
1174,"{'latitude': 20.0633936, 'longitude': 82.781932}",3842
1175,"{'latitude': 21.7117067, 'longitude': 86.6247107}",1930.332
1176,"{'latitude': 19.062056666666667, 'longitude': 83.82122166666667}",399
1177,"{'latitude': 21.1967791, 'longitude': 83.5892517}",343.5
1178,"{'latitude': 19.6238182, 'longitude': 83.492844}",392.891
1179,"{'latitude': 21.9236737, 'longitude': 85.8573811}",2743.503
1180,"{'latitude': 19.871555700000002, 'longitude': 82.7702997}",2188.336
1181,"{'latitude': 19.89136166666667, 'longitude': 82.06613333333334}",860.11
1182,"{'latitude': 19.891373333333334, 'longitude': 82.06597666666667}",650.556
1183,"{'latitude': 21.1925845, 'longitude': 83.5875614}",454.5
1184,"{'latitude': 21.9583378, 'longitude': 85.8637135}",2451.166
1185,"{'latitude': 21.2147951, 'longitude': 83.5400003}",333.83
1186,"{'latitude': 21.1970158, 'longitude': 83.589101}",1013.5
1187,"{'latitude': 19.387995, 'longitude': 82.26745}",1808.223
1188,"{'latitude': 19.6663162, 'longitude': 82.7004892}",1406.336
1189,"{'latitude': 20.352999, 'longitude': 85.8889211}",958.249
1190,"{'latitude': 20.4394053, 'longitude': 82.6278832}",581.5
1191,"{'latitude': 21.1851499, 'longitude': 83.5843917}",305.5
1192,"{'latitude': 19.5578618, 'longitude': 82.8627387}",1020.341
1193,"{'latitude': 21.2035702, 'longitude': 85.5953935}",664.5
1194,"{'latitude': 21.1970369, 'longitude': 83.5891128}",2489.663
1195,"{'latitude': 20.4824905, 'longitude': 86.1740564}",481.913
1196,"{'latitude': 19.38805, 'longitude': 82.26743}",1473.998
1197,"{'latitude': 20.8430689, 'longitude': 83.9093454}",369.792
1198,"{'latitude': 20.4316892, 'longitude': 85.8800749}",997.917
1199,"{'latitude': 22.0176571, 'longitude': 84.6564307}",467.67
1200,"{'latitude': 21.1876261, 'longitude': 83.598333}",350.506
1201,"{'latitude': 19.5182262, 'longitude': 83.506621}",483.713
1202,"{'latitude': 21.9540227, 'longitude': 86.0684794}",2698.502
1203,"{'latitude': 19.5578618, 'longitude': 82.8627387}",304.538
1204,"{'latitude': 22.5204054, 'longitude': 86.0801691}",371
1205,"{'latitude': 19.661346666666667, 'longitude': 82.21209333333333}",343.013
1206,"{'latitude': 20.8508152, 'longitude': 83.8653889}",304.48
1207,"{'latitude': 20.486242, 'longitude': 82.6705708}",765.5
1208,"{'latitude': 18.717038333333335, 'longitude': 82.84629333333334}",473.667
1209,"{'latitude': 19.346523333333334, 'longitude': 83.12400166666667}",504.223
1210,"{'latitude': 17.986415, 'longitude': 81.573705}",319.683
1211,"{'latitude': 19.665176666666667, 'longitude': 82.20760333333334}",302.667
1212,"{'latitude': 20.4851897, 'longitude': 82.6689896}",330.666
1213,"{'latitude': 19.0701753, 'longitude': 83.812204}",771.4
1214,"{'latitude': 20.6013216, 'longitude': 84.7851452}",308
1215,"{'latitude': 20.2481092, 'longitude': 82.5775396}",328.5
1216,"{'latitude': 20.5013897, 'longitude': 82.8039519}",801.253
1217,"{'latitude': 20.701921, 'longitude': 83.4854854}",384.664
1218,"{'latitude': 21.2429227, 'longitude': 83.4943049}",448.247
1219,"{'latitude': 21.784605, 'longitude': 84.58424166666667}",1192.875
1220,"{'latitude': 20.5016115, 'longitude': 82.8040513}",2613.747
1221,"{'latitude': 20.1354331, 'longitude': 85.086386}",475.62
1222,"{'latitude': 20.3060265, 'longitude': 82.7469637}",356.837
1223,"{'latitude': 20.3061488, 'longitude': 82.7468306}",374.668
1224,"{'latitude': 18.8495674, 'longitude': 82.6920434}",1373.889
1225,"{'latitude': 17.8333071, 'longitude': 81.4005593}",562.548
1226,"{'latitude': 19.346563333333332, 'longitude': 83.12398333333333}",1664.778
1227,"{'latitude': 19.276901666666667, 'longitude': 82.238715}",616.113
1228,"{'latitude': 21.2466686, 'longitude': 83.7066322}",794
1229,"{'latitude': 19.277208333333334, 'longitude': 82.23869833333333}",786.888
1230,"{'latitude': 20.7062151, 'longitude': 83.4871911}",398.86
1231,"{'latitude': 20.13543, 'longitude': 85.0863862}",346.724
1232,"{'latitude': 19.4832758, 'longitude': 82.8065568}",3347.587
1233,"{'latitude': 19.249866666666666, 'longitude': 83.45490833333334}",674.778
1234,"{'latitude': 19.1758158, 'longitude': 83.3910546}",1664.778
1235,"{'latitude': 19.649755, 'longitude': 82.22875333333333}",564.111
1236,"{'latitude': 19.27696, 'longitude': 82.23863333333334}",428.499
1237,"{'latitude': 21.5836313, 'longitude': 83.4145125}",1740.164
1238,"{'latitude': 17.8332538, 'longitude': 81.400482}",302.868
1239,"{'latitude': 19.277013333333333, 'longitude': 82.23859333333333}",1454.683
1240,"{'latitude': 20.7284557, 'longitude': 83.6713474}",306.5
