Event Count,location,Event duration
1814,"{'latitude': 18.8190367, 'longitude': 83.2162054}",471.331
1815,"{'latitude': 22.2431042, 'longitude': 86.5891555}",464.249
1816,"{'latitude': 21.7479202, 'longitude': 84.3510501}",350.834
1817,"{'latitude': 20.4622042, 'longitude': 86.5147991}",306.502
1818,"{'latitude': 21.8301722, 'longitude': 84.90212}",482.415
1819,"{'latitude': 18.2772284, 'longitude': 81.99399}",410.778
1820,"{'latitude': 18.6181494, 'longitude': 82.5926228}",495.333
1821,"{'latitude': 21.7480738, 'longitude': 87.1322872}",459.747
1822,"{'latitude': 22.1594287, 'longitude': 86.4076321}",352.834
1823,"{'latitude': 21.48889, 'longitude': 86.48366166666666}",330.332
1824,"{'latitude': 19.13738, 'longitude': 82.32421}",314.445
1825,"{'latitude': 19.8220492, 'longitude': 83.4306641}",1157.753
1826,"{'latitude': 20.2655776, 'longitude': 86.0442582}",503.332
1827,"{'latitude': 22.2428763, 'longitude': 86.5890761}",852.913
1828,"{'latitude': 20.7080604, 'longitude': 83.1322383}",489.444
1829,"{'latitude': 20.9224303, 'longitude': 82.8077092}",357.249
1830,"{'latitude': 20.9978678, 'longitude': 83.0612893}",732.731
1831,"{'latitude': 19.2331859, 'longitude': 82.5467188}",1134.111
1832,"{'latitude': 21.3431828, 'longitude': 83.6249202}",308.928
1833,"{'latitude': 22.0638017, 'longitude': 86.6497626}",442.585
1834,"{'latitude': 21.1933821, 'longitude': 83.5878155}",574.247
1835,"{'latitude': 18.3647624, 'longitude': 81.89179}",351.644
1836,"{'latitude': 22.1173712, 'longitude': 84.0599154}",507.087
1837,"{'latitude': 19.2252621, 'longitude': 82.5482576}",564.111
1838,"{'latitude': 21.027807, 'longitude': 85.745858}",492.502
1839,"{'latitude': 21.5211373, 'longitude': 86.1566202}",322
1840,"{'latitude': 20.9662446, 'longitude': 85.9144016}",363.497
1841,"{'latitude': 18.972368333333332, 'longitude': 84.15756}",311.555
1842,"{'latitude': 18.303288333333334, 'longitude': 82.35891333333333}",450.111
1843,"{'latitude': 22.1609312, 'longitude': 86.4029832}",527.079
1844,"{'latitude': 20.3214997, 'longitude': 86.5210882}",474
1845,"{'latitude': 20.296915, 'longitude': 82.75622}",1437.888
1846,"{'latitude': 18.23069, 'longitude': 82.10208833333333}",347.889
1847,"{'latitude': 20.8076405, 'longitude': 82.5355008}",806.333
1848,"{'latitude': 21.3389223, 'longitude': 86.7650772}",430.17
1849,"{'latitude': 20.6400845, 'longitude': 82.6151379}",440.751
1850,"{'latitude': 19.442185, 'longitude': 84.263175}",638.778
1851,"{'latitude': 19.3404292, 'longitude': 82.5133513}",776.334
1852,"{'latitude': 21.3375843, 'longitude': 83.621784}",1055.348
1853,"{'latitude': 21.1836115, 'longitude': 83.5935856}",688
1854,"{'latitude': 20.2100622, 'longitude': 82.4903128}",493.5
1855,"{'latitude': 19.4560637, 'longitude': 82.4042472}",644.667
1856,"{'latitude': 21.0718882, 'longitude': 84.3406972}",301
1857,"{'latitude': 22.1050369, 'longitude': 86.7566308}",461
1858,"{'latitude': 22.0637504, 'longitude': 86.6497087}",722.336
1859,"{'latitude': 21.802842599999998, 'longitude': 83.6302191}",308.085
1860,"{'latitude': 21.4034984, 'longitude': 83.6779212}",309.5
1861,"{'latitude': 19.799353333333332, 'longitude': 82.48963}",387.222
1862,"{'latitude': 20.8413644, 'longitude': 85.0969866}",402.999
1863,"{'latitude': 21.3406432, 'longitude': 83.5558322}",535.33
1864,"{'latitude': 22.246018, 'longitude': 84.8821584}",591.75
1865,"{'latitude': 21.212893, 'longitude': 86.5520934}",481.087
1866,"{'latitude': 21.2107737, 'longitude': 84.0207429}",410.413
1867,"{'latitude': 19.2408412, 'longitude': 83.4973383}",314.445
1868,"{'latitude': 21.5164, 'longitude': 86.52792666666667}",484.083
1869,"{'latitude': 19.0193936, 'longitude': 84.1315404}",318.444
1870,"{'latitude': 20.5840577, 'longitude': 84.4222531}",360.5
1871,"{'latitude': 20.4183183, 'longitude': 85.3496055}",537.484
1872,"{'latitude': 19.3547717, 'longitude': 83.1225403}",343
1873,"{'latitude': 19.34048, 'longitude': 82.51436}",831.444
1874,"{'latitude': 21.0791719, 'longitude': 83.2284603}",515.269
1875,"{'latitude': 20.5024266, 'longitude': 82.6714931}",629
1876,"{'latitude': 21.5779835, 'longitude': 86.6225099}",754.664
1877,"{'latitude': 21.850986666666667, 'longitude': 84.78089166666666}",319.666
1878,"{'latitude': 20.7512541, 'longitude': 82.8613475}",387.222
1879,"{'latitude': 20.8248931, 'longitude': 82.6702023}",330.91
1880,"{'latitude': 18.552038333333332, 'longitude': 82.20627}",444.222
1881,"{'latitude': 18.866016600000002, 'longitude': 82.570329}",497.849
1882,"{'latitude': 20.3188303, 'longitude': 83.3141866}",496
1883,"{'latitude': 19.2216541, 'longitude': 83.7668066}",324.333
1884,"{'latitude': 21.8466744, 'longitude': 85.8458955}",359.913
1885,"{'latitude': 21.8221723, 'longitude': 83.8526792}",313.747
1886,"{'latitude': 21.635746, 'longitude': 85.6078013}",359.083
1887,"{'latitude': 20.8861382, 'longitude': 85.8268777}",327.17
1888,"{'latitude': 20.6850572, 'longitude': 83.4738439}",976.308
1889,"{'latitude': 20.7981204, 'longitude': 85.8226327}",423.419
1890,"{'latitude': 19.624398333333332, 'longitude': 83.4929}",365.556
1891,"{'latitude': 22.0535967, 'longitude': 84.2954407}",339.751
1892,"{'latitude': 21.2546084, 'longitude': 83.5783792}",661.5
1893,"{'latitude': 19.5209092, 'longitude': 83.5065766}",306.666
1894,"{'latitude': 21.8420614, 'longitude': 86.6808738}",975.913
1895,"{'latitude': 19.4673832, 'longitude': 82.4483351}",312.555
1896,"{'latitude': 19.0879411, 'longitude': 84.2858848}",491.334
1897,"{'latitude': 22.0637504, 'longitude': 86.6497087}",439
1898,"{'latitude': 18.8127384, 'longitude': 82.7125577}",650.556
1899,"{'latitude': 18.613653333333332, 'longitude': 82.12692333333334}",324.333
1900,"{'latitude': 20.9956418, 'longitude': 83.5070819}",398.915
1901,"{'latitude': 19.3555344, 'longitude': 83.1174878}",946.516
1902,"{'latitude': 19.5118806, 'longitude': 83.311707}",440.667
1903,"{'latitude': 20.5019281, 'longitude': 82.8034136}",880
1904,"{'latitude': 21.4606275, 'longitude': 83.5366132}",431.081
1905,"{'latitude': 20.2968919, 'longitude': 82.7562418}",651.087
1906,"{'latitude': 21.4519903, 'longitude': 83.5516104}",302
1907,"{'latitude': 19.8591645, 'longitude': 82.9320443}",548.44
1908,"{'latitude': 21.4166013, 'longitude': 84.0344942}",376.67
1909,"{'latitude': 21.937111, 'longitude': 86.1013823}",459.166
1910,"{'latitude': 20.5738281, 'longitude': 85.4398875}",676.336
1911,"{'latitude': 20.5056324, 'longitude': 83.1381249}",374
1912,"{'latitude': 19.3575703, 'longitude': 82.6777563}",336.111
1913,"{'latitude': 20.3498271, 'longitude': 86.1609176}",341.751
1914,"{'latitude': 21.8534053, 'longitude': 86.7965125}",618.502
1915,"{'latitude': 21.0014203, 'longitude': 83.0593498}",335
1916,"{'latitude': 20.5380517, 'longitude': 86.6347942}",607.747
1917,"{'latitude': 21.3312495, 'longitude': 84.3498339}",422.498
1918,"{'latitude': 20.9891586, 'longitude': 85.6736139}",418.164
1919,"{'latitude': 22.1847893, 'longitude': 86.1153114}",532.33
1920,"{'latitude': 20.5112736, 'longitude': 82.4604145}",668.422
1921,"{'latitude': 21.7004778, 'longitude': 87.0601219}",925.328
1922,"{'latitude': 21.4048495, 'longitude': 83.9881753}",452.5
1923,"{'latitude': 20.3029618, 'longitude': 82.6052596}",437
1924,"{'latitude': 20.7315985, 'longitude': 82.6636708}",813.334
1925,"{'latitude': 21.0209119, 'longitude': 83.5484543}",326.417
1926,"{'latitude': 19.8101956, 'longitude': 83.1182131}",400.584
1927,"{'latitude': 22.1222844, 'longitude': 84.0424591}",726.087
1928,"{'latitude': 18.923403333333333, 'longitude': 82.76874}",336.111
1929,"{'latitude': 19.557241666666666, 'longitude': 82.37208833333334}",393.111
1930,"{'latitude': 20.8387718, 'longitude': 84.3218921}",499.244
1931,"{'latitude': 22.0637504, 'longitude': 86.6497087}",397
1932,"{'latitude': 20.4889479, 'longitude': 86.287808}",403.253
1933,"{'latitude': 22.0637209, 'longitude': 86.6497383}",411
1934,"{'latitude': 22.1351295, 'longitude': 84.4203709}",301.17
1935,"{'latitude': 21.9568306, 'longitude': 86.0577289}",371.17
1936,"{'latitude': 18.441926666666667, 'longitude': 82.01918833333333}",969
1937,"{'latitude': 22.2716191, 'longitude': 86.1789283}",434.254
1938,"{'latitude': 21.1894505, 'longitude': 83.4596908}",853.918
1939,"{'latitude': 20.4624786, 'longitude': 86.5168103}",371.162
1940,"{'latitude': 20.4433135, 'longitude': 83.3588479}",381.5
1941,"{'latitude': 21.0673875, 'longitude': 83.2900839}",415.919
1942,"{'latitude': 20.3025383, 'longitude': 86.405209}",450
1943,"{'latitude': 20.4641546, 'longitude': 85.0849035}",302.036
1944,"{'latitude': 20.6391677, 'longitude': 85.618375}",441.581
1945,"{'latitude': 21.731658, 'longitude': 87.0973346}",362.917
1946,"{'latitude': 21.9235853, 'longitude': 85.8699859}",399.166
1947,"{'latitude': 21.4942578, 'longitude': 83.9863701}",916.724
1948,"{'latitude': 22.2773569, 'longitude': 84.5236759}",924
1949,"{'latitude': 20.8094525, 'longitude': 85.5826705}",349.166
1950,"{'latitude': 20.5396963, 'longitude': 82.4071573}",417
1951,"{'latitude': 21.5359998, 'longitude': 84.4007186}",578.5
1952,"{'latitude': 21.0869837, 'longitude': 83.514171}",376.5
1953,"{'latitude': 19.2257387, 'longitude': 83.5582298}",653.223
1954,"{'latitude': 20.7816722, 'longitude': 82.6801554}",538.5
1955,"{'latitude': 22.1173289, 'longitude': 84.0598695}",640
1956,"{'latitude': 20.0959823, 'longitude': 82.6467257}",1566
1957,"{'latitude': 22.0638502, 'longitude': 86.6497525}",670.419
1958,"{'latitude': 22.0637369, 'longitude': 86.6497452}",369.332
1959,"{'latitude': 18.8651857, 'longitude': 82.5732405}",1015.94
1960,"{'latitude': 22.0637504, 'longitude': 86.6497087}",809.819
1961,"{'latitude': 19.4114064, 'longitude': 82.6349981}",422.889
1962,"{'latitude': 20.3030572, 'longitude': 82.6056478}",340.917
1963,"{'latitude': 20.769148, 'longitude': 86.1527365}",403
1964,"{'latitude': 20.1366366, 'longitude': 82.4538103}",345.5
1965,"{'latitude': 19.390246666666666, 'longitude': 82.65924666666666}",479.556
1966,"{'latitude': 22.1521343, 'longitude': 86.3913804}",341.577
1967,"{'latitude': 19.329226666666667, 'longitude': 83.98867166666666}",326.223
1968,"{'latitude': 21.5899906, 'longitude': 87.090847}",481.5
1969,"{'latitude': 22.0637378, 'longitude': 86.6497379}",403.332
1970,"{'latitude': 20.7147408, 'longitude': 83.2109178}",797
1971,"{'latitude': 20.0958306, 'longitude': 82.6467343}",355.329
1972,"{'latitude': 19.3412875, 'longitude': 82.5139595}",666.333
1973,"{'latitude': 20.9884194, 'longitude': 85.9886707}",305.25
1974,"{'latitude': 20.6123952, 'longitude': 83.6219121}",314
1975,"{'latitude': 21.407511666666668, 'longitude': 86.47015833333333}",1521.664
1976,"{'latitude': 21.1009685, 'longitude': 82.69533}",312
1977,"{'latitude': 18.361088333333335, 'longitude': 81.91373333333334}",416.667
1978,"{'latitude': 20.988227, 'longitude': 85.9882773}",813.166
1979,"{'latitude': 20.4602162, 'longitude': 85.0733694}",435.846
1980,"{'latitude': 21.047391, 'longitude': 82.7798693}",373.919
1981,"{'latitude': 19.3408645, 'longitude': 82.514347}",540.555
1982,"{'latitude': 21.8792018, 'longitude': 84.3771061}",446.5
1983,"{'latitude': 21.2467333, 'longitude': 83.7064344}",733.337
1984,"{'latitude': 18.9497671, 'longitude': 84.2770006}",326.223
1985,"{'latitude': 20.245289, 'longitude': 82.5737739}",496.502
1986,"{'latitude': 20.8786926, 'longitude': 83.5532687}",322.997
1987,"{'latitude': 21.9142896, 'longitude': 84.2912027}",300
1988,"{'latitude': 21.6281422, 'longitude': 86.1110401}",330
1989,"{'latitude': 22.0056485, 'longitude': 84.3365625}",632.334
1990,"{'latitude': 20.8189289, 'longitude': 86.2002123}",392.166
1991,"{'latitude': 20.7079667, 'longitude': 83.1322181}",318.656
1992,"{'latitude': 22.0637252, 'longitude': 86.6497329}",351.753
1993,"{'latitude': 21.2504686, 'longitude': 83.5092178}",504.081
1994,"{'latitude': 19.661451666666668, 'longitude': 82.36285}",389.112
1995,"{'latitude': 20.7586273, 'longitude': 86.8307006}",497.916
1996,"{'latitude': 19.1659999, 'longitude': 83.7935236}",308.556
1997,"{'latitude': 22.0637656, 'longitude': 86.6497092}",656.083
1998,"{'latitude': 21.1871654, 'longitude': 86.5229896}",552.502
1999,"{'latitude': 20.8038238, 'longitude': 84.0633955}",555.104
2000,"{'latitude': 21.1241027, 'longitude': 82.6738799}",650.251
2001,"{'latitude': 20.5028336, 'longitude': 82.6715983}",730.166
2002,"{'latitude': 21.5215377, 'longitude': 83.6070385}",362.915
2003,"{'latitude': 21.0793548, 'longitude': 83.2284061}",301
2004,"{'latitude': 20.6617396, 'longitude': 86.7589921}",464.249
2005,"{'latitude': 20.4050505, 'longitude': 82.585032}",326.745
2006,"{'latitude': 19.39109, 'longitude': 82.269965}",798
2007,"{'latitude': 22.246075, 'longitude': 84.8818974}",1051.664
2008,"{'latitude': 18.1044907, 'longitude': 82.2188675}",678.664
2009,"{'latitude': 19.204535, 'longitude': 82.77868833333333}",383.223
2010,"{'latitude': 20.4058069, 'longitude': 83.2418986}",504.251
2011,"{'latitude': 21.343184, 'longitude': 83.6248169}",623
2012,"{'latitude': 19.661451666666668, 'longitude': 82.36285}",320.334
2013,"{'latitude': 20.9873667, 'longitude': 85.9888188}",534.083
2014,"{'latitude': 21.769133333333333, 'longitude': 86.84618333333333}",450
2015,"{'latitude': 22.1810951, 'longitude': 86.6469306}",362.334
2016,"{'latitude': 22.1679285, 'longitude': 86.0517551}",350.272
2017,"{'latitude': 19.1624571, 'longitude': 82.7068698}",377.334
2018,"{'latitude': 22.0650472, 'longitude': 86.8226605}",524
2019,"{'latitude': 22.0643682, 'longitude': 86.6495057}",435.087
2020,"{'latitude': 21.531405, 'longitude': 86.653247}",677.996
2021,"{'latitude': 22.0643448, 'longitude': 86.6495128}",470
2022,"{'latitude': 21.7308631, 'longitude': 87.3453347}",311.328
2023,"{'latitude': 21.9904016, 'longitude': 86.0047106}",535.834
2024,"{'latitude': 19.104496666666666, 'longitude': 83.52220166666666}",667
2025,"{'latitude': 22.1813336, 'longitude': 86.6468385}",454.415
2026,"{'latitude': 18.364671666666666, 'longitude': 81.89221833333333}",1116.444
2027,"{'latitude': 22.2779559, 'longitude': 86.0699807}",411.336
2028,"{'latitude': 20.2242467, 'longitude': 86.5390176}",380
2029,"{'latitude': 20.7007239, 'longitude': 86.1336533}",459.921
2030,"{'latitude': 20.700606, 'longitude': 86.1352589}",422
2031,"{'latitude': 21.1227226, 'longitude': 85.9293561}",305.25
2032,"{'latitude': 20.3043627, 'longitude': 86.0973242}",681.331
2033,"{'latitude': 21.2243151, 'longitude': 86.4755247}",400.747
2034,"{'latitude': 22.2649345, 'longitude': 86.1744827}",421.498
2035,"{'latitude': 22.2455487, 'longitude': 84.883915}",584.747
2036,"{'latitude': 22.0714942, 'longitude': 86.8271337}",339.083
2037,"{'latitude': 21.6420271, 'longitude': 83.4343607}",414.753
2038,"{'latitude': 21.0208434, 'longitude': 86.5030413}",331.336
2039,"{'latitude': 21.0686778, 'longitude': 85.3781266}",503.917
2040,"{'latitude': 20.5854745, 'longitude': 86.6605956}",434.498
2041,"{'latitude': 20.862038300000002, 'longitude': 85.6732212}",544
2042,"{'latitude': 20.4651608, 'longitude': 86.4686266}",436
2043,"{'latitude': 21.3375708, 'longitude': 83.6218435}",755.117
2044,"{'latitude': 20.6011305, 'longitude': 84.785029}",439
2045,"{'latitude': 20.908381, 'longitude': 84.1627532}",349.668
2046,"{'latitude': 19.31227, 'longitude': 84.80217833333333}",332.556
2047,"{'latitude': 19.467545, 'longitude': 83.3446482}",467.778
2048,"{'latitude': 20.989497, 'longitude': 85.6732427}",300.079
2049,"{'latitude': 20.2627478, 'longitude': 82.7226369}",398.5
2050,"{'latitude': 20.3856609, 'longitude': 86.111555}",617
2051,"{'latitude': 21.2821464, 'longitude': 86.5365867}",434.498
2052,"{'latitude': 21.2860107, 'longitude': 84.0197291}",515.5
2053,"{'latitude': 21.4034577, 'longitude': 83.6778973}",516.5
2054,"{'latitude': 18.087416666666666, 'longitude': 82.110495}",543.445
2055,"{'latitude': 19.234143333333332, 'longitude': 82.54747333333333}",342
2056,"{'latitude': 20.5889964, 'longitude': 82.9707382}",514.14
2057,"{'latitude': 20.63441, 'longitude': 86.0353726}",356.087
2058,"{'latitude': 20.2797849, 'longitude': 86.5028942}",317.751
2059,"{'latitude': 20.6527346, 'longitude': 86.6850609}",474
2060,"{'latitude': 21.6345282, 'longitude': 87.3538211}",317
2061,"{'latitude': 20.7350666, 'longitude': 86.7493386}",410
2062,"{'latitude': 21.8465283, 'longitude': 84.492808}",763.251
2063,"{'latitude': 21.4889825, 'longitude': 86.2420066}",399.498
2064,"{'latitude': 19.196981666666666, 'longitude': 82.71803333333334}",410.778
2065,"{'latitude': 22.1122975, 'longitude': 85.385131}",332.272
2066,"{'latitude': 20.6393135, 'longitude': 82.6151958}",600.334
2067,"{'latitude': 20.6394484, 'longitude': 82.6151358}",669.085
2068,"{'latitude': 22.4437356, 'longitude': 86.0745435}",404.747
2069,"{'latitude': 19.6282108, 'longitude': 83.4886374}",314.445
2070,"{'latitude': 21.5408734, 'longitude': 86.2189809}",406.253
2071,"{'latitude': 19.9061655, 'longitude': 83.1618788}",1155.896
2072,"{'latitude': 20.9411308, 'longitude': 85.4117694}",359.581
2073,"{'latitude': 19.7669016, 'longitude': 82.1518539}",330.222
2074,"{'latitude': 20.897641, 'longitude': 83.3223092}",662.333
2075,"{'latitude': 20.5674031, 'longitude': 85.9503876}",456.087
2076,"{'latitude': 20.9764056, 'longitude': 85.8387077}",382.168
2077,"{'latitude': 18.9720263, 'longitude': 84.1571584}",434.334
2078,"{'latitude': 20.7005566, 'longitude': 86.1354099}",954
2079,"{'latitude': 21.3376245, 'longitude': 83.6215157}",488.08
2080,"{'latitude': 20.8518858, 'longitude': 86.5000908}",306.502
2081,"{'latitude': 21.7372416, 'longitude': 87.0422617}",376.079
2082,"{'latitude': 19.2276134, 'longitude': 83.5469117}",412.778
2083,"{'latitude': 18.087471666666666, 'longitude': 82.11047666666667}",765.556
2084,"{'latitude': 18.1105305, 'longitude': 81.5239145}",370.445
2085,"{'latitude': 20.9881985, 'longitude': 85.9877613}",346.25
2086,"{'latitude': 21.0032626, 'longitude': 83.778566}",374.663
2087,"{'latitude': 21.6832098, 'longitude': 87.0686759}",381
2088,"{'latitude': 19.2519214, 'longitude': 82.5446693}",302.667
2089,"{'latitude': 21.7562523, 'longitude': 83.7759851}",360.5
2090,"{'latitude': 21.8460188, 'longitude': 86.0161249}",770
2091,"{'latitude': 21.514913333333332, 'longitude': 86.535535}",571
2092,"{'latitude': 21.8454631, 'longitude': 86.0158777}",1358
2093,"{'latitude': 21.8036051, 'longitude': 84.1758167}",304.5
2094,"{'latitude': 21.923806666666668, 'longitude': 86.71666166666667}",444.415
2095,"{'latitude': 21.6832974, 'longitude': 87.0682572}",422
2096,"{'latitude': 19.2462508, 'longitude': 83.4209262}",404.889
2097,"{'latitude': 21.3070262, 'longitude': 83.3884364}",421.249
2098,"{'latitude': 21.9237301, 'longitude': 86.7166133}",495
2099,"{'latitude': 21.6854621, 'longitude': 87.4152515}",327.331
2100,"{'latitude': 18.856563333333334, 'longitude': 83.88033}",369.555
2101,"{'latitude': 19.139045, 'longitude': 82.31594}",1236.333
2102,"{'latitude': 20.8948973, 'longitude': 85.8135549}",373
2103,"{'latitude': 18.85658, 'longitude': 83.88044}",323.999
2104,"{'latitude': 21.9271844, 'longitude': 85.8348238}",338.332
2105,"{'latitude': 20.3061694, 'longitude': 86.3698894}",340.087
2106,"{'latitude': 20.7453207, 'longitude': 82.8547866}",406.581
2107,"{'latitude': 21.6719633, 'longitude': 87.0663414}",350
2108,"{'latitude': 20.319534, 'longitude': 86.5233341}",389.66
2109,"{'latitude': 20.8949673, 'longitude': 85.8134691}",570.585
2110,"{'latitude': 21.1258959, 'longitude': 83.8450619}",337.501
2111,"{'latitude': 20.7183233, 'longitude': 82.5883813}",495.333
2112,"{'latitude': 21.520903, 'longitude': 86.1563134}",312.502
2113,"{'latitude': 21.5145709, 'longitude': 86.5357273}",307.253
2114,"{'latitude': 21.8823233, 'longitude': 84.2129988}",473.498
2115,"{'latitude': 21.8823295, 'longitude': 84.2130024}",333
2116,"{'latitude': 21.2835449, 'longitude': 86.4691815}",347.087
2117,"{'latitude': 20.8193125, 'longitude': 86.2016595}",319.5
2118,"{'latitude': 21.9706276, 'longitude': 86.0803923}",370.838
2119,"{'latitude': 21.9583287, 'longitude': 85.8635612}",433.445
2120,"{'latitude': 21.1934448, 'longitude': 83.5878639}",848
2121,"{'latitude': 21.7220865, 'longitude': 86.7463928}",729.25
2122,"{'latitude': 21.5199963, 'longitude': 86.1555486}",321
2123,"{'latitude': 19.186365, 'longitude': 83.017635}",570
2124,"{'latitude': 21.9703392, 'longitude': 86.0807036}",328.664
2125,"{'latitude': 21.2834097, 'longitude': 86.4687049}",360.249
2126,"{'latitude': 21.9660646, 'longitude': 86.0698956}",461
2127,"{'latitude': 19.5959688, 'longitude': 83.8808393}",422.556
2128,"{'latitude': 21.4969356, 'longitude': 86.9235087}",449.751
2129,"{'latitude': 21.5204244, 'longitude': 86.15654}",372
2130,"{'latitude': 21.578846, 'longitude': 86.5651016}",467
2131,"{'latitude': 18.8122403, 'longitude': 82.7116674}",431.444
2132,"{'latitude': 21.0681134, 'longitude': 85.5726806}",380.257
2133,"{'latitude': 20.4680547, 'longitude': 82.920965}",573.724
2134,"{'latitude': 18.552275, 'longitude': 82.20672333333333}",575.889
2135,"{'latitude': 19.138675, 'longitude': 82.31581333333334}",353.778
2136,"{'latitude': 19.39107, 'longitude': 82.27002166666666}",352.778
2137,"{'latitude': 21.2359039, 'longitude': 84.1303532}",304.5
2138,"{'latitude': 19.049288333333333, 'longitude': 82.553425}",422.556
2139,"{'latitude': 18.5614324, 'longitude': 82.9643211}",422.556
2140,"{'latitude': 20.3215448, 'longitude': 86.5213029}",319.913
2141,"{'latitude': 19.717661666666668, 'longitude': 82.37071333333333}",975.889
2142,"{'latitude': 19.717528333333334, 'longitude': 82.36993833333334}",422.556
2143,"{'latitude': 19.71777, 'longitude': 82.37055}",507.111
2144,"{'latitude': 19.05239, 'longitude': 82.925605}",536.556
2145,"{'latitude': 18.8662054, 'longitude': 82.57049}",362.896
2146,"{'latitude': 21.9235655, 'longitude': 85.8573399}",316.917
2147,"{'latitude': 20.6333545, 'longitude': 83.73691}",318
2148,"{'latitude': 18.068735, 'longitude': 81.74669166666666}",668.223
2149,"{'latitude': 21.9236885, 'longitude': 85.857357}",379.834
2150,"{'latitude': 20.9263203, 'longitude': 82.8131707}",309.5
2151,"{'latitude': 18.0691631, 'longitude': 81.7468369}",554.223
2152,"{'latitude': 21.923728099999998, 'longitude': 85.8573587}",439.083
2153,"{'latitude': 19.276961666666665, 'longitude': 82.23850833333333}",462.889
2154,"{'latitude': 21.3372622, 'longitude': 83.6222276}",393.5
2155,"{'latitude': 19.5578488, 'longitude': 82.8628207}",492.883
2156,"{'latitude': 21.0625997, 'longitude': 82.7921363}",712.166
2157,"{'latitude': 18.71699, 'longitude': 82.84645666666667}",314.445
2158,"{'latitude': 20.5723666, 'longitude': 86.7083786}",331.253
2159,"{'latitude': 22.1040509, 'longitude': 86.763543}",347
2160,"{'latitude': 22.3887303, 'longitude': 86.0841493}",347
2161,"{'latitude': 18.102011666666666, 'longitude': 81.77329166666667}",705.666
2162,"{'latitude': 19.276936666666668, 'longitude': 82.23854666666666}",319.334
2163,"{'latitude': 21.5271859, 'longitude': 86.1662183}",336.253
2164,"{'latitude': 18.971545, 'longitude': 84.15732166666666}",383.223
2165,"{'latitude': 19.871481666666668, 'longitude': 82.77033166666666}",326.223
2166,"{'latitude': 18.9720039, 'longitude': 84.157241}",353.778
2167,"{'latitude': 20.5723309, 'longitude': 86.7083788}",369.332
2168,"{'latitude': 22.0866716, 'longitude': 86.1139643}",567.585
2169,"{'latitude': 18.9719826, 'longitude': 84.1571275}",377.334
2170,"{'latitude': 19.871538333333334, 'longitude': 82.77026666666667}",336.111
2171,"{'latitude': 18.71702833333333, 'longitude': 82.846395}",456
2172,"{'latitude': 21.527148333333333, 'longitude': 86.16639}",428.5
2173,"{'latitude': 18.8660195, 'longitude': 82.5706573}",554.777
2174,"{'latitude': 19.10309833333333, 'longitude': 84.04594666666667}",393.111
2175,"{'latitude': 19.847273333333334, 'longitude': 82.49185666666666}",404.889
2176,"{'latitude': 19.234851666666668, 'longitude': 82.66229166666666}",524.778
2177,"{'latitude': 20.7263264, 'longitude': 83.670876}",385
2178,"{'latitude': 18.92627, 'longitude': 82.38855333333333}",399
2179,"{'latitude': 19.1679669, 'longitude': 83.4077863}",672.222
2180,"{'latitude': 19.295196666666666, 'longitude': 82.72294}",548.334
2181,"{'latitude': 20.9602195, 'longitude': 86.3646545}",361.5
2182,"{'latitude': 18.49123, 'longitude': 82.24264833333334}",422.556
2183,"{'latitude': 19.13873, 'longitude': 82.31574}",849.111
2184,"{'latitude': 22.2724455, 'longitude': 86.1781615}",410.004
2185,"{'latitude': 20.9226588, 'longitude': 82.8081001}",359.5
2186,"{'latitude': 21.3375047, 'longitude': 83.6219358}",620.336
2187,"{'latitude': 21.0740995, 'longitude': 86.5023699}",433.25
2188,"{'latitude': 18.926346666666667, 'longitude': 82.38849166666667}",456
2189,"{'latitude': 20.6341563, 'longitude': 84.4216942}",349
2190,"{'latitude': 19.906913333333332, 'longitude': 83.16143666666666}",570
2191,"{'latitude': 19.2953, 'longitude': 82.72293666666667}",561.112
2192,"{'latitude': 20.7593727, 'longitude': 85.7963095}",399.415
2193,"{'latitude': 20.9602467, 'longitude': 86.3646956}",385.33
2194,"{'latitude': 19.234901666666666, 'longitude': 82.66232666666667}",591.666
2195,"{'latitude': 21.0741366, 'longitude': 86.5023311}",306.502
2196,"{'latitude': 22.2473932, 'longitude': 86.5881667}",351
2197,"{'latitude': 20.7591644, 'longitude': 85.7961312}",420.415
2198,"{'latitude': 20.321477, 'longitude': 86.5211476}",513.498
2199,"{'latitude': 21.9541184, 'longitude': 86.0685767}",349
2200,"{'latitude': 21.0554022, 'longitude': 82.7935142}",503.17
2201,"{'latitude': 21.954183, 'longitude': 86.0685342}",443
2202,"{'latitude': 21.5360509, 'longitude': 84.3983739}",416.5
2203,"{'latitude': 19.719288333333335, 'longitude': 82.37051}",1316.889
2204,"{'latitude': 18.49128333333333, 'longitude': 82.24261333333334}",803.889
2205,"{'latitude': 18.8109927, 'longitude': 82.7081514}",308.556
2206,"{'latitude': 20.4433078, 'longitude': 83.3588554}",662.836
2207,"{'latitude': 18.5711019, 'longitude': 82.7528302}",479.556
2208,"{'latitude': 18.5710948, 'longitude': 82.752749}",495.333
2209,"{'latitude': 22.213661600000002, 'longitude': 86.2868836}",924.502
2210,"{'latitude': 19.3360075, 'longitude': 82.5223362}",359.667
2211,"{'latitude': 20.0618702, 'longitude': 83.3850777}",977.5
2212,"{'latitude': 19.891345, 'longitude': 82.06597333333333}",330.222
2213,"{'latitude': 19.891608333333334, 'longitude': 82.06594}",381.333
